chapter,verse,text,meaning
4,6,"4.6 Though I am unborn, of imperishable nature, and though I am the Lord of all beings, yet, governing My own Nature, I am born by My own Maya.",The god is born by his own power and in his own will.
4,7,"4.7 Whenever there is decline of righteousness, O Arjuna, and rise of unrighteousness, then I manifest Myself.",The god appears when good and evil are out of balance.
4,8,"4.8 For the protection of the good, for the destruction of the wicked and for the establishment of righteousness, I am born in every age.",The god is reborn to protect the good and destroy the wicked.
4,9,"4.9 He who thus know, in their true light, My divine birth and action, having abandoned the body, is not born again, he comes to Me, O Arjuna.","When the soul understands the god's plan, they can escape rebirth."
4,10,"4.10 Freed from attachment, fear and anger, absorbed in Me, taking refuge in Me, purified by the fire of knowledge, many have attained to My Being.","Those who seek the god and understand him escape attachment, fear, and anger."
4,11,"4.11 In whatever way men approach Me even so do I reward them; My path do men tread in all ways, O Arjuna.",
4,12,4.12 Those who long for success in action in this world sacrifice to the gods; because success is ickly attained by men through action.,
4,13,4.13 The fourfold caste has been created by Me according to the differentiation of Guna and Karma; though I am the author thereof know Me as non-doer and immutable.,
4,14,"4.14 Actions do not taint Me, nor have I a desire for the fruit of actions. He who knows Me thus is not bound by actions.",
4,15,"4.15 Having known this, the ancient seekers after freedom also performed action; therefore do thou also perform action, as did the ancients in days of yore.",
4,16,"4.16 What is action? What is inaction? As to this even the wise are confused. Therefore I shall teach thee such action (the nature of action and inaction) by knowing which thou shalt be liberated from the evil (of Samsara, the wheel of birth and death).","It's hard to tell action from inaction, so let's clarify it."
4,17,"4.17 For verily (the true nature) of action (enjoined by the scriptures) should be known, also (that) 
of forbidden (or unlawful) action, and of inaction; hard to understand is the nature (path) of action.","Understanding the difference between good, bad, and non-action is hard."
4,18,"4.18 He who seeth inaction in action and action in inaction, he is wise among men; he is a Yogi and performer of all actions.",Someone who sees action in inaction and vice versa is wise.
4,19,"4.19 He whose undertakings are all devoid of desires and (selfish) purposes and whose actions have been burnt by the fire of knowledge,  him the wise call a sage.",A wise person acts without selfish motives or desires.
4,20,"4.20 Having abandoned attachment to the fruits of the action, ever content, depending on nothing, he does not do anything though engaged in activity.",One who's content and detached does not let actions control them.
4,21,"4.21 Without hope and with the mind and the self controlled, having abandoned all covetousness, doing mere bodily action, he incurs no sin.",Doing tasks without attachment or hope avoids sin.
4,22,"4.22 Content with what comes to him without effort, free from the pairs of opposites and envy, even-minded in success and failure, though acting, he is not bound.","One with a balanced mind, who accepts whatever comes without envy, is not bound by their actions."
4,23,"4.23 To one who is devoid of attchment, who is liberated, whose mind is established in knowledge, who works for the sake of sacrifice (for the sake of God), the whole action is dissolved.","A selfless person, detached and working for higher purposes, finds their actions transcended."
4,24,4.24 Brahman is the oblation; Brahman is the melted butter (ghee); by Brahman is the oblation poured into the fire of Brahman; Brahman verily shall be reached by him who always sees Brahman in action.,A person who sees the universe as connected to the ultimate reality achieves their goal when performing actions.
4,25,4.25 Some Yogies perform sacrifice to the gods alone; while others (who have realised the Self) offer the self as sacrifice by the Self in the fire of Brahman alone.,"Some seek to please the gods through rituals, while others seek enlightenment by surrendering to the cosmos."
4,26,4.26 Some again offer the organ of hearing and other senses as sacrifice in the fire of restraint; others offer sound and other objects of the senses as sacrifice in the fire of the senses.,Some sacrifice their senses and their objects of desire by controlling them.
4,27,4.27 Others again sacrifice all the functions of the senses and those of the breath (vital energy or Prana) in the fire of the Yoga of self-restraint kindled by knowledge.,Others sacrifice all their desires by focusing on self-control.
4,28,"4.28 Others again offer wealth, austerity and Yoga as sacrifice, while the ascetics of self-restraint and rigid vows offer study of scriptures and knowledge as sacrifice.","Some offer wealth, discipline, and meditation as sacrifices."
4,29,"4.29 Others offer as sacrifice the outgoing breath in the incoming, and the incoming in the outgoing, restraining the course of the outgoing and the incoming breaths, solely absorbed in the restraint of the breath.",Others control their breathing by focusing on its incoming and outgoing patterns.
4,30,"4.30 Others who regulate their diet offer life-breaths in life-breaths. All these are knowers of sacrifice, whose sins are destroyed by sacrifice.","Those who control their diet are considered sacrificers, whose sins are forgiven."
4,31,"4.31 Those who eat the remnants of the sacrifice, which are like nectar, go to the eternal Brahman. This world is not for the man who does not perform sacrifice; how then can he have the other, O Arjuna?",Eating leftovers from sacred rituals allows spiritual growth and connection to a higher being.
4,32,"4.32 Thus, manifold sacrifices are spread out before Brahman (literally) at the mouth or face of Brahman). Know them all as born of action and thus knowing, thou shalt be liberated.","All sacrifices ultimately lead to the higher power, Brahman."
4,33,"4.33 Superior is wisdom-sacrifice to the sacrifice with objects, O Parantapa (scorcher of the foes). All actions in their entirely, O Arjuna, culminate in knowledge.",Knowledge and self-awareness surpass material sacrifices.
4,34,"4.34 Know That by long prostration, by estion and by service; the wise who have realised the Truth will instruct thee in (that) knowledge.",Seek guidance from those who have realized truth to gain knowledge.
4,35,"4.35 Knowing ï1thatï1 thou shalt not, O Arjuna, again get deluded like this; and by that thou shalt see all beings in thy Self and also in Me.",This knowledge will prevent future confusion and allow you to see all beings connected to your own self and the universe.
4,36,"4.36 Even if thou art the most sinful of all sinners, yet thou shalt verily cross all sins by the raft of knowledge.",Even the most sinful person can overcome their wrongdoings with knowledge.
4,37,"4.37 As the blazing fire reduces fuel to ashes, O Arjuna, so does the fire of knowledge reduce all actions to ashes.",Knowledge burns away past mistakes like fire burns away fuel.
4,38,"4.38 Verily, there is no purifier in this world like knowledge. He who is perfected in Yoga finds it in the Self in time.",Knowledge is the world's greatest purifier.
4,39,"4.39 The man who is full of faith, who is devoted to it, and who has subdued the senses obtains (this) knowledge; and having obtained the knowledge he attains at once to the supreme peace.",Faith and devotion lead to the inner peace that knowledge brings.
4,40,"4.40 The ignorant the faithless, the doubting self goes to destruction; there is neither this world nor the other, nor happiness for the doubting.",'Knowing' people who lack faith or certainty go to ruin without an afterlife.
4,41,"4.41 He who has renounced actions by Yoga, whose doubts are rent asunder by knowledge, and who is self-possessed  actions do not bind him, O Arjuna.",Renouncing actions and removing doubts with knowledge doesn't bind you.
4,42,"4.42 Therefore with the sword of the knowledge (of the Self) cut asunder the doubt of the self born of ignorance, residing in thy heart, and take refuge in Yoga. Arise, O Arjuna.","Cut through your ignorance and doubts, and find refuge in Yoga."
5,1,"5.1 Arjuna said  Renunciation of actions, O Krishna, Thou praisest, and again Yoga. Tell me conclusively that which is the better of the two.",Arjuna asks Krishna to compare renunciation with yoga.
5,2,"5.2 The Blessed Lord said  Renunciation and the Yoga of action both lead to the highest bliss; but of the two, the Yoga of action is superior to the renunciation of action.","Renunciation and yoga both lead to bliss, but yoga is better."
5,3,"5.3 He should be known as a perpertual Sannyasi who neither hates nor desires; for, free from the pairs of opposites, O mighty-armed Arjuna, he is easily set free from bondage.","A true yogi remains neutral, free from desires and hatred."
5,4,"5.4 Children, not the wise, speak of knowledge and the Yoga of action or the performance of action as though they are distinct and different; he who is truly established in one obtains the fruits of both.","Understanding yoga, knowledge, or action as one leads to true understanding."
5,5,"5.5 That place which is reached by the Sankhyas or the Jnanis is reached by the Yogis (Karma Yogis). He sees, who sees knowledge and the performance of action (Karma Yoga) as one.","The goal, or highest place, is the same for those who practice yoga or renunciation."
5,6,"5.6 But renunciation, O mighty-armed Arjuna, is hard to attain without Yoga; the Yoga-harmonised sage ickly goes to Brahman.",Achieving detachment requires yoga.
5,7,"5.7 He who is devoted to the path of action, whose mind is ite pure, who has conered the self, who has subdued his senses and who realises his Self as the Self in all beings, though acting, is not tainted.",Someone who's mentally and physically disciplined isn't tainted by their actions.
5,8,"5.8 ""I do nothing at all,"" thus would the harmonised knower of Truth think  seeing, hearing, touching, smelling, eating, going, sleeping, breathing.",A yogi sees their actions as not even their own.
5,9,"5.9 Speaking, letting go, seizing, opening and closing the eyes  convinced that the senses move among the sense-objects.","A yogi understands their senses move freely, without control."
5,10,"5.10 He who does actions, offering them to Brahman, and abandoning attachment, is not tainted by sin, just as a lotus-leaf is not tainted by water.",One who acts for Brahman and isn't attached isn't tainted by their actions.
5,11,"5.11 Yogis, having abandoned attachment, perform actions only by the body, mind, intellect, and even by the senses, for the purification of the self.",Yogis perform actions to purify themselves without attachment.
5,12,"5.12 The united one (the well poised or the harmonised) having abandoned the fruit of action attains to the eternal peace: the non-united only (the unsteady or the unbalanced) impelled by desire, attached to the fruit, is bound.","A balanced person achieves eternal peace by letting go of action results, while an unbalanced person is bound by desire."
5,13,"5.13 Mentally renouncing all actions and self-controlled, the embodied one rests happily in the nine-gated city, neither acting nor causing others (body and senses) to act.","A self-controlled person rests peacefully, uninvolved in actions."
5,14,"5.14 Neither agency nor actions does the Lord create for the world, nor union with the fruits of actions. But it is Nature that acts.","The Lord doesn't create results or actions, but Nature does."
5,15,"5.15 The Lord takes neither the demerit nor even the merit of any; knowledge is enveloped by ignorance, thery beings are deluded.","The Lord isn't affected by merits or demerits, and beings are deceived by ignorance."
5,16,"5.16 But to those whose ignorance is destroyed by the knowledge of the Self, like the sun, knowledge reveals the Supreme (Brahman).",Knowledge reveals the Supreme to those who have understood their true self.
5,17,"5.17 Their intellect absorbed in That, their self being That, established in That, with That for their supreme goal, they go whence there is no return, their sins dispelled by knowledge.","Those who realize their true self are freed from karma, go beyond suffering, and achieve the ultimate goal."
5,18,"5.18 Sages look with an eal eye on a Brahmana endowed with learning and humility, on a cow, on an elephant, and even on a dog and an outcaste.",Even lowly creatures deserve respect if they possess wisdom and humility.
5,19,5.19 Even here (in this world) birth (everything) is overcome by those whose minds rest in eality; Brahman is spotless indeed and eal; therefore they are established in Brahman.,Those who see reality in all things can overcome worldly bonds and achieve inner peace.
5,20,"5.20 Resting in Brahman, with steady intellect and undeluded, the knower of Brahman neither rejoiceth on obtaining what is pleasant nor grieveth on obtaining what is unpleasant.",A person who possesses inner peace is not affected by pain or pleasure.
5,21,5.21 With the self unattached to external contacts he finds happiness in the Self; with the self engaged in    the meditation of Brahman he attains to the endless happiness.,Focusing on the Self brings inner happiness.
5,22,"5.22 The enjoyments that are born of contacts are only generators of pain, for they have a beginning and an end, O Arjuna; the wise man does not rejoice in them.",External pleasures lead to pain because they're fleeting.
5,23,"5.23 He who is able, while still here (in this world) to withstand, before the liberation from the body, the impulse born out of desire and anger  he is a Yogi, he is a happy man.",A yogi is someone who can control their impulses.
5,24,"5.24 He who is happy within, who rejoices within, and who is illuminated within, that Yogi attains absolute freedom or Moksha, himself becoming Brahman.",True freedom comes from inner peace.
5,25,"5.25 The sages (Rishis) obtain absolute freedom or Moksha  they whose sins have been destroyed, whose dualities (perception of dualities or experience of the pairs of opposites) are torn asunder, who are self-controlled, and intent on the welfare of all beings.",Self-realized sages achieve ultimate liberation.
5,26,"5.26 Absolute freedom (or Brahmic bliss) exists on all sides for those self-controlled ascetics who are free from desire and anger, who have controlled their thoughts and who have realised the Self.",Absolute freedom exists for self-controlled people free from desire and anger.
5,27,"5.27 Shutting out (all) external contacts and fixing the gaze between the eyrow, ealising the outgoing and incoming breaths moving within the nostrils.",Focus your mind and control your breathing by shutting out external distractions.
5,28,"5.28 With the senses, the mind and the intellect (ever) controlled, having liberation as his supreme goal, free from desire, fear and anger  the sage is verily liberated for ever.","To remain free from desire and anger, control your senses and intellect and aim for liberation."
5,29,"5.29 He who knows Me as the enjoyer of sacrifices and austerities, the great Lord of all the worlds and the friend of all beings, attains to peace.",Knowing Me as the great Lord and friend of all beings brings peace.
6,1,6.1 The Blessed Lord said  He who performs his bounden duty without depending on the fruits of his actions  he is a Sannyasi and a Yogi; not he who is without fire and without action.,Being responsible doesn't mean you're attached to the results; it means you're already a yogi.
6,2,"6.2 Do thou, O Arjuna, know Yoga to be that which they call renunciation; no one verily becomes a Yogi who has not renounced thoughts.","The true yogi renounces thoughts, not just worldly actions."
6,3,"6.3 For a sage who wishes to attain to Yoga, action is said to be the means; for the same sage who has attained to Yoga, inaction (iescence) is said to be the means.","For beginners, action is key to yoga, but for those who've mastered yoga, silence is the path."
6,4,"6.4 When a man is not attached to the sense-objects or to actions, having renounced all thoughts, then he is said to have attained to Yoga.",Freedom from attachment and desires marks true yoga.
6,5,"6.5 One should raise oneself by one's Self alone; let not one lower oneself; for the Self alone is the friend of oneself, and the Self alone is the enemy of oneself.","Your greatest ally is your own strength, and your biggest enemy is your own weakness."
6,6,"6.6 The Self is the friend of the self of him by whom the self has been conered by the Self, but to the unconered self, this Self stands in the position of an enemy, like an (external) foe.","To those who have accepted their Self, it's a friend, but to those who haven't, it's a natural enemy."
6,7,"6.7 The Supreme Self of him who is self-controlled and peaceful is balanced in cold and heat, pleasure and pain, as also in honour and dishonour.",Those who are peaceful and self-controlled remain calm in all situations.
6,8,"6.8 The Yogi who is satisfied with the knowledge and the wisdom (of the Self), who has conered the senses, and to whom a clod of earth, a piece of stone and gold are the same, is said to be harmonied (i.e., is said to have attained Nirvikalpa Samadhi).",A yogi who's satisfied and detached from the world achieves a state of inner balance.
6,9,"6.9 He who is of the same mind to the good-hearted, friends, enemies, the indifferent, the neutral, the hateful, the relatives, the righteous and the unrighteous, excels.","Treat everyone with the same kindness and respect, regardless of their nature."
6,10,"6.10 Let the Yogi try constantly to keep the mind steady, remaining in solitude, alone, with the mind and the body controlled, and free from hope and covetousness.","Strive to keep your mind calm, alone, and free from desires."
6,11,"6.11 In a clean spot, having established a firm seat of his own, neither too high nor too low, made of a cloth, a skin and Kusa-grass, one over the other.",Sit upright on a simple seat.
6,12,"6.12 There, having made the mind one-pointed, with the actions of the mind and the senses controlled, let him, seated on the seat, practise Yoga for the purification of the self.",Focus your mind and calm your senses with yoga.
6,13,"6.13 Let him firmly hold his body, head and neck erect and still, gazing at the tip of his nose, without looking around.","Sit straight and steady, avoiding distractions."
6,14,"6.14 Serene-minded, fearless, firm in the vow of a Brahmachari, having controlled the mind, thinking of Me and balanced in mind, let him sit, having Me as his supreme goal.","Stay calm, focused, and pure in your devotion."
6,15,"6.15 Thus always keeping the mind balanced, the Yogi, with the mind controlled, attains to the peace abiding in Me, which culminates in liberation.",Achieve inner peace and liberation with controlled thoughts.
6,16,"6.16 Verily Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is (always) awake, O Arjuna.","Excessive eating, sleeping, or constant wakefulness hinder yoga practice."
6,17,"6.17 Yoga becomes the destroyer of pain for him who is moderate in eating and recreation (such 
as walking, etc.), who is moderate in exertion in actions, who is moderate in sleep and wakefulness.","A moderate lifestyle, actions, and sleep are essential for pain-free yoga practice."
6,18,"6.18 When the perfectly controlled mind rests in the Self only, free from longing for all the objects of desires, then it is said, 'He is united'.","A calm and centered mind, free from desires, achieves union with the Self."
6,19,"6.19 As a lamp placed in a windless spot does not flicker  to such is compared the Yogi of controlled mind, practising Yoga in the Self (or absorbed in the Yoga of the Self).","A yogi with a controlled mind remains tranquil and focused, like a still lamp."
6,20,"6.20 When the mind, restrained by the practice of Yoga attains to quietude and when seeing the Self by the self, he is satisfied in his own Self.",A yoga-practitioner achieves inner peace and satisfaction when their mind is calm and connected to the Self.
6,21,"6.21 When he (the Yogi) feels that Infinite Bliss which can be grasped by the (pure) intellect and which transcends the senses, and established wherein he never moves from the Reality.",
6,22,"6.22 Which, having obtained, he thinks there is no other gain superior to it; wherein estabished, he is not moved even by heavy sorrow.",
6,23,"6.23 Let that be known by the name of Yoga, the severance from union with pain. This Yoga should be practised with determination and with an undesponding mind.",
6,24,6.24 Abandoning without reserve all desires born of Sankalpa (thought and imagination) and completely restraining the whole group of the senses by the mind from all sides.,
6,25,"6.25 Little by little let him attain to ietude by the intellect held firmly; having made the mind establish itself in the Self, let him not think of anything.",
6,26,"6.26 From whatever cause the restless and unsteady mind wanders away, from that let him restrain it and bring it under the control of the Self alone.",Restrict your mind and keep it under control.
6,27,"6.27 Supreme Bliss verily comes to this Yogi whose mind is ite peaceful, whose passion is ieted, who has become Brahman and who is free from sin.",Peaceful bliss comes when passion is calmed and you connect with the universe.
6,28,"6.28 The Yogi, always engaging the mind thus (in the practice of Yoga), freed from sins, easily enjoys the Infinite Bliss of contact with Brahman (the Eternal).",The yogi experiences ultimate bliss when they focus the mind and are sin-free.
6,29,6.29 With the mind harmonised by Yoga he sees the Self abiding in all beings and all beings in the Self; he sees the same everywhere.,"With a harmonized mind through yoga, one sees the unity of existence."
6,30,"6.30 He who sees Me everywhere and sees everything in Me, he never becomes separated from Me, nor do I become separated from him.",Seeing the universe as part of the divine makes one inseparable.
6,31,"6.31 He who, being established in unity, worships Me Who dwells in all beings, that Yogi abides in Me, whatever may be his mode of living.",A person who believes in unity and sees you in every being will be connected to you regardless of their surroundings.
6,32,"6.32 He who, through the likeness of the Self, O Arjuna, sees eality everywhere, be it pleasure or pain, he is regarded as the highest Yogi.",Someone who perceives reality everywhere and understands pleasure and pain equally is considered the highest yogi.
6,33,"6.33 Arjuna said  This Yoga of eanimity taught by Thee, O Krishna, I do not see its steady continuance, because of the restlessness (of the mind).",Arjuna said he couldn't maintain a steady connection to the yoga of oneness because of his restless mind.
6,34,"6.34 The mind verily is restless, turbulent, strong and unyielding, O Krishna: I deem it as difficult to control it as to control the wind.","Arjuna believed his mind was too turbulent and uncontrollable, like the wind."
6,35,"6.35 The Blessed Lord said  Undoubtedly, O mighty-armed Arjuna, the mind is difficult to control and restless; but by practice and by dispassion it may be restrained.","Krishna advised Arjuna that controlling the mind is difficult, but it can be done through practice and self-discipline."
6,36,"6.36 I think Yoga is hard to be attained by one of uncontrolled self, but the self-controlled and striving one can attain to it by the (proper) means.","A disciplined person can achieve yoga, but an undisciplined one will struggle."
6,37,"6.37 Arjuna said  He who is unable to control himself though he has the faith, and whose mind wanders away from Yoga, what end does he, having failed to attain perfection in Yoga, mee,t O Krishna?","One with uncontrolled thoughts can't practice yoga well, despite having faith."
6,38,"6.38 Fallen from both, does he not perish like a rent cloud, supportless, O mighty-armed (Krishna), deluded on the path of Brahman?","A person lacking discipline will fall from yoga practice and fail, like a falling cloud."
6,39,"6.39 This doubt of mine, O Krishna, do Thou dispel completely; because it is not possible for any but Thee to dispel this doubt.",Arjuna needs Krishna's clarification because it's impossible to resolve his doubt without him.
6,40,"6.40 The Blessed Lord said  O Arjuna, neither in this world, nor in the next world is there destruction for him; none, verily, who does good, O My son, ever comes to grief.","People who do good deeds are never destroyed, neither in this life nor the next."
6,41,"6.41 Having attained to the worlds of the righteous and having dwelt there for everlasting years, he who fell from Yoga is rorn in a house of the pure and wealthy.",Someone who fails at yoga is reborn into a wealthy and noble family.
6,42,6.42 Or he is born in a family of even the wise Yogis; verily a birth like this is very difficult to obtain in this world.,It's hard to achieve the quality of wise yogis in this life.
6,43,"6.43 Thee he comes in touch with the knowledge acired in his former body and strives more than before for perfection, O Arjuna.",Someone born in a good family will regain their prior knowledge of yoga and try even harder to reach perfection.
6,44,6.44 By that very former practice he is borne on in spite of himself. Even he who merely wishes to know Yoga goes beyond the Brahmic word.,Even a desire to learn yoga can help someone progress beyond previous understanding.
6,45,"6.45 But the Yogi who strives with assiduity, purified of sins and perfected gradually through many births, reaches the highest goal.",People who work hard and are purified of their past mistakes will eventually reach the highest goal.
6,46,"6.46 The Yogi is thought to be superior to the ascetics and even superior to men of knowledge (obtained through the study of scriptures); he is also superior to men of action; therefore be thou a Yogi, O Arjuna.","The yogi is superior, so be one, O Arjuna."
6,47,"6.47 And among all the Yogis he who, full of faith and with his inner self merged in Me, worships Me is deemed by Me to be the most devout.","Among all yogis, the most devout is one who worships God with faith and inner devotion."
7,1,"7.1 The Blessed Lord said  O Arjuna, hear how you shall without doubt know Me fully, with the mind intent on Me, practising Yoga and taking refuge in Me.","To truly know me, focus your mind on me and practice yoga while being devoted to me."
7,2,"7.2 I shall declare to thee in full this knowledge combined with realisation, after knowing which nothing more here remains to be known.","I'll teach you the ultimate knowledge and realization, after which you won't need to learn anything else."
7,3,"7.3 Among thousands of men, one perchance strives for perfection; even among those successful strivers, only one perchance knows Me in essence.","Out of thousands of people, only a few strive for perfection, and out of those, only one truly understands me."
7,4,"7.4 Earth, water, fire, air, ether, mind, intellect and egoism  thus is My Nature divided eightfold.","My nature is present in eight forms: the physical world, water, fire, air, space, the mind, intellect, and ego."
7,5,"7.5 This is the inferior Prakriti, O mighty-armed (Arjuna); know thou as different from it My higher Prakriti (Nature), the very life-element, by which this world is upheld.","This physical world has its own nature, but my nature is the underlying force that sustains everything."
7,6,7.6 Know that these two (Natures) are the womb of all beings. So I am the source and dissolution of the whole universe.,"These two natures of existence and non-existence give birth to all beings, with me being their origin and eventual dissolution."
7,7,"7.7 There is nothing whatsoever higher than Me, O Arjuna. All this is strung on Me, as clusters of gems on a string.",There is nothing greater than me; everything is connected to me like gems on a string.
7,8,"7.8 I am the sapidity in water, O Arjuna; I am the light in the moon and the sun; I am the syllable Om in all the Vedas, sound in ether and virility in men.","I am the sweet taste of water, light in the sun and moon, the sacred sound 'Om', and the source of all vitality."
7,9,"7.9 I am the sweet fragrance in the earth and the brilliance in the fire, the life in all beings, and I am the austerity in ascetics.","I am the pleasant scent of earth, the brightness of fire, the life force in all beings, and the austerity of those who practice self-control."
7,10,"7.10 Know Me, O Arjuna, as the eternal seed of all beings; I am the intelligence of the intelligent; the splendour of the splendid objects am I.",Understand me as the eternal source of all life and the intelligence behind the intelligent.
7,11,"7.11 Of the strong, I am the strength devoid of desire and attachment, and in (all) beings, I am the desire unopposed to Dharma, O Arjuna.","I'm strength without desire or attachment, and unopposed desire that promotes what's right."
7,12,"7.12 Whatever beings (and objects) that are pure, active and inert, know that they proceed from Me. They are in Me, yet I am not in them.","All things pure, active, or inert originate from me and are within me, yet aren't identical to me."
7,13,7.13 Deluded by these Natures (states or things) composed of the three alities of Nature all this world does not know Me as distinct from them and immutable.,The world is confused and can't see me as separate from these natural states.
7,14,"7.14 Verily, this divine illusion of Mine, made up of the (three) alities (of Nature) is difficult to cross over; those who take refuge in Me alone, cross over this illusion.","This illusion is hard to overcome, but those who trust in me can cross it."
7,15,7.15 The evil-doers and the deluded who are the lowest of men do not seek Me; they whose knowledge is destroyed by illusion follow the ways of demons.,"The foolish and wicked don't seek me, and the ignorant follow evil paths."
7,16,"7.16 Four kinds of virtuous men worship Me, O Arjuna, and they are the distressed, the seekr of knowledge, the seekr of wealth and the wise, O lord of the Bharatas.","Four types of people seek spiritual knowledge, including the distressed, seekers of knowledge, wealth, and the wise."
7,17,"7.17 Of them the wise, ever steadfast and devoted to the One, excels (is the best); for I am exceedingly dear to the wise and he is dear to Me.",The wisest people are the most devoted and favored by God.
7,18,"7.18 Noble indeed are all these; but I deem the wise man as My very Self; for, steadfast in mind he is established in Me alone as the supreme goal.","All of these types are considered noble, but the wise are actually considered the ultimate goal of spiritual realization."
7,19,"7.19 At the end of many births the wise man comes to Me, realising that all this is Vaasudeva (the innermost Self); such a great soul (Mahatma) is very hard to find.","The wise may take many births to achieve spiritual realization, recognizing it as their ultimate goal."
7,20,"7.20 Those whose wisdom has been rent away by this or that desire, go to other gods, following this or that rite, led by their own nature.","Those consumed by desires seek lower forms of spiritual expression, away from true realization."
7,21,7.21 Whatsoever form any devotee desires to worship with faith  that (same) faith of his I make firm and unflinching.,I support their faith and devotion in any form they choose to worship.
7,22,"7.22 Endowed with that faith, he engages in the worship of that (form) and from it he obtains his desire, these being verily ordained by Me (alone).","With that faith, they focus on their desired form and achieve their goals, which are predetermined by me."
7,23,"7.23 Verily the reward (fruit) that accrues to those men of small intelligence is finite. The worshippers of the gods go to them, but My devotees come to Me.","Those with limited understanding achieve temporary rewards by worshiping other deities, but my devotees reach a higher state of being."
7,24,"7.24 The foolish think of Me, the Unmanifest, as having manifestation, knowing not My higher, immutable and most excellent nature.","The unwise people misunderstand my true form and nature, unaware of my higher and unchanging essence."
7,25,"7.25 I am not manifest to all (as I am) veiled by the Yoga-Maya. This deluded world does not know Me, the unborn and imperishable.","This world, blinded by ignorance, doesn't recognize my true, eternal, and unchanging nature, shrouded by the veil of maya."
7,26,"7.26 I know, O Arjuna, the beings of the past, the present and the future, but no one knows Me.","Krsna knows the past, present, and future, but no one fully understands him."
7,27,"7.27 By the delusion of the pairs of opposites arising from desire and aversion, O Bharata, all beings are subject to delusion at birth, O Parantapa.",Humans are born deluded by their desires and aversions.
7,28,"7.28 But those men of virtuous deeds whose sins have come to an end, and who are freed from the delusion of the pairs of opposites, worship Me, steadfast in their vows.",Men who have ended their sinful ways and are freed from desire and aversion worship Krsna steadfastly.
7,29,"7.29 Those who strive for liberation from old age and death, taking refuge in Me, realise in full ï1thatï1 Brahman, the whole knowledge of the Self and all action.",Those who take refuge in Krsna can understand the ultimate truth and escape old age and death.
7,30,"7.30 Those who know Me with the Adhibhuta (pertaining to the elements), Adhidaiva (pertaining to the gods) and the Adhiyajna (pertaining to the sacrifice) know Me even at the time of death, steadfast in mind.","Those who see Krsna as the creator, preserver, and destroyer know him at all times, especially at death."
8,1,"8.1 Arjuna said  What is that Brahman? What is Adhyatma? What is action, O best among men? What is declared to be Adhibhuta? And, what is Adhidaiva said to be?","Arjuna asks about the nature of Brahman, the Self, and the three kinds of action."
8,2,"8.2 Who and how is Adhiyajna here in this body, O destroyer of Madhu (Krishna)? And how at the time of death, art Thou to be known by the self-controlled?",Krishna is asked about the identity and knowledge of the divine at the time of death.
8,3,"8.3 The Blessed Lord said  Brahman is the Imperishable, the Supreme; Its essential nature is called Self-knowledge; the offering (to the gods) which causes existence and manifestation of beings and which also sustains them is called action.",Krishna defines Brahman as the Imperishable and explains its characteristics.
8,4,"8.4 Adhibhuta (knowledge of the elements) pertains to My perishable Nature and the Purusha or the Soul is the Adhidaiva; I alone am the Adhiyajna here in this body, O best among the embodied (men).","Krishna explains that He is the impermanent nature, the Soul is the supreme, and He is the sacrifice within the body."
8,5,"8.5 And whosoever, leaving the body, goes forth remembering Me alone, at the time of death, he attains My Being: there is no doubt about this.",Krishna promises salvation to those who remember Him alone at the time of death.
8,6,"8.6 Whosoever at the end leaves the body, thinking of any being, to that being only does he go, O son of Kunti (Arjuna), because of his constant thought of that being.",
8,7,"8.7 Therefore at all times remember Me only and fight. With mind and intellect fixed (or absorbed) in Me, thou shalt doubtessly come to Me alone.",
8,8,"8.8 With the mind not moving towards any other thing, made steadfast by the method of habitual meditation, and constantly meditating, one goes to the Supreme Person, the Resplendent, O Arjuna.",
8,9,"8.9 Whosoever meditates on the Omniscient, the Ancient, the Ruler (of the whole world), minuter than an atom, the supporter of all, of inconceivable form, effulgent like the sun and beyond the darkness of ignorance.",
8,10,"8.10 At the time of death, with unshaken mind, endowed with devotio, by the power of Yoga, fixing the whole life-breath in the middle of the two eyrows, he reaches that resplendent Supreme Person.",
8,11,"8.11 That which is declared Imperishable by those who know the Vedas, that which the self-controlled (ascetics or Sannyasins) and passion-free enter, that desiring which celibacy is practised  that goal I will declare to thee in brief.","The goal I will explain to you is the Imperishable, which saints and ascetics seek to attain by practicing celibacy."
8,12,"8.12 Having closed all the gates, confined the mind in the heart and fixed the life-breath in the head, engaged in the practice of concentration.","To achieve concentration, focus the mind in the heart, and calm the breath at the head."
8,13,"8.13 Uttering the one-syllabled Om  the Brahman  and remembering Me, he who departs, leaving the body, attains to the Supreme Goal.",Those who leave their bodies focused on 'Om' and me may reach the ultimate goal.
8,14,"8.14 I am easily attainable by that ever-steadfast Yogi who constantly and daily remembers Me (for a long time), not thinking of anything else (with a single mind or one-pointed mind), O Partha (Arjuna).","Constantly meditating on me, one-pointedly, you can easily attain me."
8,15,"8.15 Having attained Me these great souls do not again take birth (here) which is the place of pain 
and is non-eternal: they have reached the highest perfection (liberation).","Those who have achieved me are no longer reborn into pain and non-eternity, reaching the highest perfection."
8,16,"8.16 (All) the worlds including the world of Brahma are subject to return again, O Arjuna; but he who reaches Me, O son of Kunti, has no rirth.","The universe, including Brahma's world, cycles back, but those who reach the Lord don't return."
